year,state,dem_voteshare,rep_voteshare
1992,New Jersey,0.452885429,0.502431863
1992,New Mexico,0.490652465,0.500058495
1992,New York,0.416272817,0.369254521
1992,North Carolina,0.506595353,0.475590299
1992,North Dakota,0.568224694,0.394235611
1992,Ohio,0.50079789,0.496045942
1992,Oklahoma,0.599083951,0.395182708
1992,Oregon,0.593056716,0.397698658
1992,Pennsylvania,0.573924802,0.490028026
1992,Rhode Island,0.483164451,0.466697783
1992,South Carolina,0.534888663,0.521008562
1992,South Dakota,0.691104289,0.268472403
1992,Tennessee,0.511668484,0.47219957
1992,Texas,0.537666945,0.513971025
1992,Utah,0.456404106,0.498927417
1992,Vermont,0.079239015,0.30907804
1992,Virginia,0.545254298,0.483792011
1992,Washington,0.55630104,0.410214691
1992,West Virginia,0.781054766,0.316178756
1992,Wisconsin,0.483205957,0.507061346
1992,Wyoming,0.393030658,0.578148718
1994,Alabama,0.496990634,0.561945224
1994,Alaska,0.327372263,0.569232616
1994,Arizona,0.372636073,0.593812563
1994,Arkansas,0.474072371,0.525927629
1994,California,0.47511086,0.49575043
1994,Colorado,0.397429298,0.650915547
1994,Connecticut,0.389176808,0.472470624
1994,Delaware,0.265594232,0.707381236
1994,Florida,0.502025658,0.610192042
1994,Georgia,0.454781054,0.545218279
1994,Hawaii,0.618988314,0.33751292
1994,Idaho,0.350465423,0.649534577
1994,Illinois,0.479616288,0.534804679
1994,Indiana,0.43174666,0.566052089
1994,Iowa,0.416724473,0.573064827
1994,Kansas,0.364901468,0.635098532
1994,Kentucky,0.40295474,0.574576788
1994,Louisiana,1,1
1994,Maine,0.469475573,0.465659895
1994,Maryland,0.492398554,0.507465394
1994,Massachusetts,0.68943617,0.384627813
1994,Michigan,0.472230122,0.510171911
1994,Minnesota,0.505555127,0.484418478
1994,Mississippi,0.571459201,0.413374409
1994,Missouri,0.506526148,0.472375742
1994,Montana,0.48666839,0.422326223
1994,Nebraska,0.355772886,0.640199172
1994,Nevada,0.366188158,0.574239761
1994,New Hampshire,0.377265308,0.582226604
1994,New Jersey,0.438805037,0.544233351
1994,New Mexico,0.406261644,0.570785782
1994,New York,0.418526167,0.403492381
1994,North Carolina,0.457140556,0.571148918
1994,North Dakota,0.523108556,0.45026743
1994,Ohio,0.4626821,0.58373316
1994,Oklahoma,0.463614389,0.572521841
1994,Oregon,0.542005286,0.417976507
1994,Pennsylvania,0.573138462,0.499768427
